DataHora,TemperaturaInterna,TemperaturaExterna,Ventilador,Aquecedor
2024-12-27 12:33:50.514738,27.88,25.28,0,0
2024-12-27 12:43:50.514738,27.88,25.55,0,0
2024-12-27 12:53:50.514738,27.96,25.21,0,0
2024-12-27 13:03:50.514738,27.96,25.44,1,0
2024-12-27 13:13:50.514738,27.89,25.0,0,0
2024-12-27 13:23:50.514738,27.8,25.0,0,0
2024-12-27 13:33:50.514738,27.89,25.25,0,0
2024-12-27 13:43:50.514738,27.84,25.59,0,0
2024-12-27 13:53:50.514738,27.85,25.14,0,0
2024-12-27 14:03:50.514738,27.79,25.23,0,0
2024-12-27 14:13:50.514738,27.89,25.7,0,0
2024-12-27 14:23:50.514738,27.85,25.73,0,0
2024-12-27 14:33:50.514738,27.9,25.55,0,0
2024-12-27 14:43:50.514738,27.8,25.33,0,0
2024-12-27 14:53:50.514738,27.86,25.14,0,0
2024-12-27 15:03:50.514738,27.85,25.1,0,0
2024-12-27 15:13:50.514738,27.91,25.34,0,0
2024-12-27 15:23:50.514738,27.82,25.35,0,0
2024-12-27 15:33:50.514738,27.85,25.63,0,0
2024-12-27 15:43:50.514738,27.78,25.83,0,0
2024-12-27 15:53:50.514738,27.79,25.95,0,0
2024-12-27 16:03:50.514738,27.85,26.04,0,0
2024-12-27 16:13:50.514738,27.89,25.56,0,0
2024-12-27 16:23:50.514738,27.87,25.7,0,0
2024-12-27 16:33:50.514738,27.86,25.46,0,0
2024-12-27 16:43:50.514738,27.9,25.46,0,0
2024-12-27 16:53:50.514738,27.96,25.6,0,0
2024-12-27 17:03:50.514738,27.93,25.49,0,0
2024-12-27 17:13:50.514738,27.93,25.24,1,0
2024-12-27 17:23:50.514738,27.84,25.0,0,0
2024-12-27 17:33:50.514738,27.9,25.0,0,0
2024-12-27 17:43:50.514738,27.88,25.12,0,0
2024-12-27 17:53:50.514738,27.88,25.01,0,0
2024-12-27 18:03:50.514738,27.94,25.0,0,0
2024-12-27 18:13:50.514738,27.94,25.03,0,0
2024-12-27 18:23:50.514738,27.96,25.0,0,0
2024-12-27 18:33:50.514738,27.93,25.02,1,0
2024-12-27 18:43:50.514738,27.93,25.19,1,0
2024-12-27 18:53:50.514738,27.91,25.4,1,0
2024-12-27 19:03:50.514738,28.0,25.27,0,0
2024-12-27 19:13:50.514738,27.92,25.15,0,0
2024-12-27 19:23:50.514738,27.95,25.44,0,0
2024-12-27 19:33:50.514738,27.91,25.33,1,0
2024-12-27 19:43:50.514738,27.92,25.08,0,0
2024-12-27 19:53:50.514738,27.9,25.0,0,0
2024-12-27 20:03:50.514738,27.89,25.0,0,0
2024-12-27 20:13:50.514738,27.83,25.0,0,0
2024-12-27 20:23:50.514738,27.84,25.21,0,0
2024-12-27 20:33:50.514738,27.76,25.63,0,0
2024-12-27 20:43:50.514738,27.75,25.38,0,0
2024-12-27 20:53:50.514738,27.78,25.74,0,0
2024-12-27 21:03:50.514738,27.81,25.54,0,0
2024-12-27 21:13:50.514738,27.76,25.73,0,0
2024-12-27 21:23:50.514738,27.79,26.09,0,0
2024-12-27 21:33:50.514738,27.85,26.51,0,0
2024-12-27 21:43:50.514738,27.85,26.33,0,0
2024-12-27 21:53:50.514738,27.81,26.23,0,0
2024-12-27 22:03:50.514738,27.84,26.47,0,0
2024-12-27 22:13:50.514738,27.9,26.88,0,0
2024-12-27 22:23:50.514738,27.98,26.4,0,0
2024-12-27 22:33:50.514738,27.99,26.5,0,0
2024-12-27 22:43:50.514738,27.98,26.28,1,0
2024-12-27 22:53:50.514738,27.97,26.78,0,0
2024-12-27 23:03:50.514738,27.96,26.75,0,0
2024-12-27 23:13:50.514738,27.97,27.14,0,0
2024-12-27 23:23:50.514738,27.95,27.35,0,0
2024-12-27 23:33:50.514738,27.94,27.3,0,0
2024-12-27 23:43:50.514738,27.97,26.93,0,0
2024-12-27 23:53:50.514738,27.91,27.13,0,0
2024-12-28 00:03:50.514738,27.86,27.41,0,0
2024-12-28 00:13:50.514738,27.9,27.86,0,0
2024-12-28 00:23:50.514738,27.87,27.7,0,0
2024-12-28 00:33:50.514738,27.91,27.43,0,0
2024-12-28 00:43:50.514738,27.87,27.85,0,0
2024-12-28 00:53:50.514738,27.8,27.52,0,0
2024-12-28 01:03:50.514738,27.86,27.47,0,0
2024-12-28 01:13:50.514738,27.88,27.38,0,0
2024-12-28 01:23:50.514738,27.84,27.65,0,0
2024-12-28 01:33:50.514738,27.88,27.28,0,0
2024-12-28 01:43:50.514738,27.85,27.49,0,0
2024-12-28 01:53:50.514738,27.85,27.94,0,0
2024-12-28 02:03:50.514738,27.81,28.24,0,0
2024-12-28 02:13:50.514738,27.71,27.91,0,0
2024-12-28 02:23:50.514738,27.79,28.36,0,0
2024-12-28 02:33:50.514738,27.73,28.34,0,0
2024-12-28 02:43:50.514738,27.81,28.04,0,0
2024-12-28 02:53:50.514738,27.81,28.41,0,0
2024-12-28 03:03:50.514738,27.74,28.2,0,0
2024-12-28 03:13:50.514738,27.74,27.87,0,0
2024-12-28 03:23:50.514738,27.78,28.12,0,0
2024-12-28 03:33:50.514738,27.74,28.45,0,0
2024-12-28 03:43:50.514738,27.83,28.75,0,0
2024-12-28 03:53:50.514738,27.9,28.35,0,0
2024-12-28 04:03:50.514738,27.81,28.35,0,0
2024-12-28 04:13:50.514738,27.89,28.39,0,0
2024-12-28 04:23:50.514738,27.83,28.04,0,0
2024-12-28 04:33:50.514738,27.88,27.96,0,0
2024-12-28 04:43:50.514738,27.88,27.92,0,0
2024-12-28 04:53:50.514738,27.93,28.0,0,0
2024-12-28 05:03:50.514738,27.88,28.41,0,0
2024-12-28 05:13:50.514738,27.95,28.12,0,0
2024-12-28 05:23:50.514738,27.96,28.35,0,0
2024-12-28 05:33:50.514738,27.91,28.05,1,0
2024-12-28 05:43:50.514738,27.91,28.42,0,0
2024-12-28 05:53:50.514738,27.92,28.7,0,0
2024-12-28 06:03:50.514738,28.0,28.52,0,0
2024-12-28 06:13:50.514738,27.92,28.2,1,0
2024-12-28 06:23:50.514738,27.89,27.92,0,0
2024-12-28 06:33:50.514738,27.92,28.14,0,0
2024-12-28 06:43:50.514738,27.83,28.42,0,0
2024-12-28 06:53:50.514738,27.79,28.46,0,0
2024-12-28 07:03:50.514738,27.83,28.81,0,0
2024-12-28 07:13:50.514738,27.8,28.52,0,0
2024-12-28 07:23:50.514738,27.83,28.62,0,0
2024-12-28 07:33:50.514738,27.91,28.57,0,0
2024-12-28 07:43:50.514738,27.95,29.01,0,0
2024-12-28 07:53:50.514738,27.91,29.07,1,0
2024-12-28 08:03:50.514738,27.81,28.82,0,0
2024-12-28 08:13:50.514738,27.8,28.97,0,0
2024-12-28 08:23:50.514738,27.86,28.47,0,0
2024-12-28 08:33:50.514738,27.89,28.55,0,0
2024-12-28 08:43:50.514738,27.97,28.54,0,0
2024-12-28 08:53:50.514738,27.94,28.85,1,0
2024-12-28 09:03:50.514738,27.98,29.11,0,0
2024-12-28 09:13:50.514738,27.95,29.32,0,0
2024-12-28 09:23:50.514738,27.9,29.6,1,0
2024-12-28 09:33:50.514738,27.88,29.16,0,0
2024-12-28 09:43:50.514738,27.93,29.01,0,0
2024-12-28 09:53:50.514738,27.93,28.94,0,0
2024-12-28 10:03:50.514738,27.91,29.35,0,0
2024-12-28 10:13:50.514738,27.85,29.59,0,0
2024-12-28 10:23:50.514738,27.79,30.0,0,0
2024-12-28 10:33:50.514738,27.83,29.72,0,0
2024-12-28 10:43:50.514738,27.82,29.88,0,0
2024-12-28 10:53:50.514738,27.85,29.77,0,0
2024-12-28 11:03:50.514738,27.84,29.59,0,0
2024-12-28 11:13:50.514738,27.82,29.65,0,0
2024-12-28 11:23:50.514738,27.9,30.0,0,0
2024-12-28 11:33:50.514738,27.81,29.81,0,0
2024-12-28 11:43:50.514738,27.89,29.75,0,0
2024-12-28 11:53:50.514738,27.81,29.75,0,0
2024-12-28 12:03:50.514738,27.91,30.0,0,0
2024-12-28 12:13:50.514738,27.95,30.0,0,0
2024-12-28 12:23:50.514738,28.0,29.99,0,0
2024-12-28 12:33:50.514738,27.97,30.0,1,0
2024-12-28 12:43:50.514738,27.97,29.51,0,0
2024-12-28 12:53:50.514738,27.97,29.8,0,0
2024-12-28 13:03:50.514738,27.97,30.0,1,0
2024-12-28 13:13:50.514738,27.96,30.0,0,0
2024-12-28 13:23:50.514738,27.99,30.0,0,0
2024-12-28 13:33:50.514738,27.91,30.0,0,0
2024-12-28 13:43:50.514738,27.84,29.87,0,0
2024-12-28 13:53:50.514738,27.89,29.95,0,0
2024-12-28 14:03:50.514738,27.94,29.46,0,0
2024-12-28 14:13:50.514738,27.95,29.01,0,0
2024-12-28 14:23:50.514738,27.92,29.29,1,0
2024-12-28 14:33:50.514738,27.96,29.78,0,0
2024-12-28 14:43:50.514738,27.94,29.57,0,0
2024-12-28 14:53:50.514738,27.99,29.61,0,0
2024-12-28 15:03:50.514738,27.96,30.0,1,0
2024-12-28 15:13:50.514738,27.88,29.72,0,0
2024-12-28 15:23:50.514738,27.91,29.74,0,0
2024-12-28 15:33:50.514738,27.93,29.47,0,0
2024-12-28 15:43:50.514738,27.91,29.25,1,0
2024-12-28 15:53:50.514738,27.95,29.24,0,0
2024-12-28 16:03:50.514738,27.94,29.67,1,0
2024-12-28 16:13:50.514738,27.99,29.36,0,0
2024-12-28 16:23:50.514738,27.98,29.22,1,0
2024-12-28 16:33:50.514738,27.92,29.18,0,0
2024-12-28 16:43:50.514738,27.94,29.31,0,0
2024-12-28 16:53:50.514738,27.94,29.13,0,0
2024-12-28 17:03:50.514738,27.86,28.73,0,0
2024-12-28 17:13:50.514738,27.82,29.17,0,0
2024-12-28 17:23:50.514738,27.9,28.99,0,0
2024-12-28 17:33:50.514738,27.83,29.01,0,0
2024-12-28 17:43:50.514738,27.91,28.68,0,0
2024-12-28 17:53:50.514738,27.97,28.8,0,0
2024-12-28 18:03:50.514738,27.91,28.66,0,0
2024-12-28 18:13:50.514738,27.99,28.25,0,0
2024-12-28 18:23:50.514738,27.93,28.33,0,0
2024-12-28 18:33:50.514738,27.93,27.94,0,0
2024-12-28 18:43:50.514738,27.99,27.98,0,0
2024-12-28 18:53:50.514738,27.93,28.46,1,0
2024-12-28 19:03:50.514738,27.98,28.93,0,0
2024-12-28 19:13:50.514738,27.98,29.2,0,0
2024-12-28 19:23:50.514738,27.94,29.18,1,0
2024-12-28 19:33:50.514738,27.87,29.53,0,0
2024-12-28 19:43:50.514738,27.88,29.4,0,0
2024-12-28 19:53:50.514738,27.96,28.94,0,0
2024-12-28 20:03:50.514738,27.95,29.05,1,0
2024-12-28 20:13:50.514738,27.96,29.11,0,0
2024-12-28 20:23:50.514738,27.98,28.78,0,0
2024-12-28 20:33:50.514738,27.91,28.5,0,0
2024-12-28 20:43:50.514738,27.93,28.5,0,0
2024-12-28 20:53:50.514738,27.97,28.31,0,0
2024-12-28 21:03:50.514738,27.89,28.49,0,0
2024-12-28 21:13:50.514738,27.97,28.07,0,0
2024-12-28 21:23:50.514738,27.95,28.36,1,0
2024-12-28 21:33:50.514738,27.91,28.57,0,0
2024-12-28 21:43:50.514738,27.89,29.0,0,0
2024-12-28 21:53:50.514738,27.91,28.61,0,0
2024-12-28 22:03:50.514738,27.83,28.39,0,0
2024-12-28 22:13:50.514738,27.82,28.26,0,0
2024-12-28 22:23:50.514738,27.72,28.38,0,0
2024-12-28 22:33:50.514738,27.81,28.67,0,0
2024-12-28 22:43:50.514738,27.9,28.21,0,0
2024-12-28 22:53:50.514738,27.95,27.91,0,0
2024-12-28 23:03:50.514738,27.97,27.57,0,0
2024-12-28 23:13:50.514738,27.9,27.09,0,0
2024-12-28 23:23:50.514738,27.94,27.47,0,0
2024-12-28 23:33:50.514738,27.86,27.1,0,0
2024-12-28 23:43:50.514738,27.89,27.49,0,0
2024-12-28 23:53:50.514738,27.83,27.87,0,0
2024-12-29 00:03:50.514738,27.82,27.78,0,0
2024-12-29 00:13:50.514738,27.78,27.38,0,0
2024-12-29 00:23:50.514738,27.8,27.6,0,0
2024-12-29 00:33:50.514738,27.84,27.8,0,0
2024-12-29 00:43:50.514738,27.85,27.89,0,0
2024-12-29 00:53:50.514738,27.85,28.03,0,0
2024-12-29 01:03:50.514738,27.8,27.86,0,0
2024-12-29 01:13:50.514738,27.79,27.45,0,0
2024-12-29 01:23:50.514738,27.77,27.83,0,0
2024-12-29 01:33:50.514738,27.76,27.51,0,0
2024-12-29 01:43:50.514738,27.82,27.77,0,0
2024-12-29 01:53:50.514738,27.88,27.93,0,0
2024-12-29 02:03:50.514738,27.94,28.35,0,0
2024-12-29 02:13:50.514738,27.95,27.93,0,0
2024-12-29 02:23:50.514738,27.93,27.79,1,0
2024-12-29 02:33:50.514738,27.91,28.07,0,0
2024-12-29 02:43:50.514738,27.88,28.53,0,0
2024-12-29 02:53:50.514738,27.95,28.53,0,0
2024-12-29 03:03:50.514738,27.96,28.27,0,0
2024-12-29 03:13:50.514738,27.98,28.76,0,0
2024-12-29 03:23:50.514738,27.92,29.09,1,0
2024-12-29 03:33:50.514738,27.9,28.81,0,0
2024-12-29 03:43:50.514738,27.89,28.45,0,0
2024-12-29 03:53:50.514738,27.99,28.85,0,0
2024-12-29 04:03:50.514738,27.94,28.58,0,0
2024-12-29 04:13:50.514738,27.99,28.54,0,0
2024-12-29 04:23:50.514738,27.92,28.53,0,0
2024-12-29 04:33:50.514738,27.9,28.2,0,0
2024-12-29 04:43:50.514738,27.94,27.99,0,0
2024-12-29 04:53:50.514738,27.89,27.73,0,0
2024-12-29 05:03:50.514738,27.99,27.34,0,0
2024-12-29 05:13:50.514738,27.91,27.23,1,0
2024-12-29 05:23:50.514738,27.98,26.76,0,0
2024-12-29 05:33:50.514738,27.91,26.55,1,0
2024-12-29 05:43:50.514738,28.0,26.65,0,0
2024-12-29 05:53:50.514738,27.93,26.55,0,0
2024-12-29 06:03:50.514738,27.84,26.71,0,0
2024-12-29 06:13:50.514738,27.93,27.01,0,0
2024-12-29 06:23:50.514738,27.89,27.18,0,0
2024-12-29 06:33:50.514738,27.9,27.55,0,0
2024-12-29 06:43:50.514738,27.89,27.19,0,0
2024-12-29 06:53:50.514738,27.83,26.73,0,0
2024-12-29 07:03:50.514738,27.78,26.58,0,0
2024-12-29 07:13:50.514738,27.73,26.4,0,0
2024-12-29 07:23:50.514738,27.73,26.37,0,0
2024-12-29 07:33:50.514738,27.63,26.48,0,0
2024-12-29 07:43:50.514738,27.72,26.68,0,0
2024-12-29 07:53:50.514738,27.76,26.27,0,0
2024-12-29 08:03:50.514738,27.83,26.18,0,0
2024-12-29 08:13:50.514738,27.75,26.57,0,0
2024-12-29 08:23:50.514738,27.8,26.88,0,0
2024-12-29 08:33:50.514738,27.89,26.85,0,0
2024-12-29 08:43:50.514738,27.98,26.45,0,0
2024-12-29 08:53:50.514738,27.95,26.37,0,0
2024-12-29 09:03:50.514738,27.86,26.27,0,0
2024-12-29 09:13:50.514738,27.87,25.8,0,0
2024-12-29 09:23:50.514738,27.89,25.35,0,0
2024-12-29 09:33:50.514738,27.96,25.0,0,0
2024-12-29 09:43:50.514738,27.92,25.15,1,0
2024-12-29 09:53:50.514738,27.85,25.0,0,0
2024-12-29 10:03:50.514738,27.82,25.26,0,0
2024-12-29 10:13:50.514738,27.75,25.0,0,0
2024-12-29 10:23:50.514738,27.82,25.07,0,0
2024-12-29 10:33:50.514738,27.86,25.31,0,0
2024-12-29 10:43:50.514738,27.81,25.31,0,0
2024-12-29 10:53:50.514738,27.76,25.28,0,0
2024-12-29 11:03:50.514738,27.67,25.76,0,0
2024-12-29 11:13:50.514738,27.58,25.85,0,0
2024-12-29 11:23:50.514738,27.65,26.21,0,0
2024-12-29 11:33:50.514738,27.58,26.45,0,0
2024-12-29 11:43:50.514738,27.65,26.92,0,0
2024-12-29 11:53:50.514738,27.75,26.57,0,0
2024-12-29 12:03:50.514738,27.73,26.87,0,0
2024-12-29 12:13:50.514738,27.76,27.04,0,0
2024-12-29 12:23:50.514738,27.74,26.62,0,0
2024-12-29 12:33:50.514738,27.68,26.84,0,0
2024-12-29 12:43:50.514738,27.59,26.66,0,0
2024-12-29 12:53:50.514738,27.64,26.98,0,0
2024-12-29 13:03:50.514738,27.6,26.56,0,0
2024-12-29 13:13:50.514738,27.61,26.43,0,0
2024-12-29 13:23:50.514738,27.62,26.89,0,0
2024-12-29 13:33:50.514738,27.55,27.33,0,0
2024-12-29 13:43:50.514738,27.54,27.04,0,0
2024-12-29 13:53:50.514738,27.63,27.46,0,0
2024-12-29 14:03:50.514738,27.67,27.21,0,0
2024-12-29 14:13:50.514738,27.69,27.29,0,0
2024-12-29 14:23:50.514738,27.61,27.72,0,0
2024-12-29 14:33:50.514738,27.58,27.93,0,0
2024-12-29 14:43:50.514738,27.6,27.6,0,1
2024-12-29 14:53:50.514738,27.52,28.04,0,0
2024-12-29 15:03:50.514738,27.58,28.12,0,1
2024-12-29 15:13:50.514738,27.55,27.64,0,0
2024-12-29 15:23:50.514738,27.55,27.37,0,0
2024-12-29 15:33:50.514738,27.53,27.64,0,0
2024-12-29 15:43:50.514738,27.54,27.26,0,1
2024-12-29 15:53:50.514738,27.62,27.02,0,0
2024-12-29 16:03:50.514738,27.55,27.19,0,0
2024-12-29 16:13:50.514738,27.5,27.13,0,0
2024-12-29 16:23:50.514738,27.56,27.47,0,0
2024-12-29 16:33:50.514738,27.5,27.03,0,0
2024-12-29 16:43:50.514738,27.58,27.0,0,0
2024-12-29 16:53:50.514738,27.52,27.31,0,0
2024-12-29 17:03:50.514738,27.51,26.88,0,0
2024-12-29 17:13:50.514738,27.52,26.48,0,1
2024-12-29 17:23:50.514738,27.61,26.13,0,0
2024-12-29 17:33:50.514738,27.63,26.47,0,0
2024-12-29 17:43:50.514738,27.66,26.74,0,0
2024-12-29 17:53:50.514738,27.62,26.47,0,0
2024-12-29 18:03:50.514738,27.55,26.34,0,0
2024-12-29 18:13:50.514738,27.56,26.6,0,1
2024-12-29 18:23:50.514738,27.6,26.54,0,1
2024-12-29 18:33:50.514738,27.57,26.05,0,0
2024-12-29 18:43:50.514738,27.61,26.1,0,0
2024-12-29 18:53:50.514738,27.6,26.22,0,0
2024-12-29 19:03:50.514738,27.6,26.05,0,0
2024-12-29 19:13:50.514738,27.63,25.74,0,0
2024-12-29 19:23:50.514738,27.62,25.98,0,0
2024-12-29 19:33:50.514738,27.55,25.87,0,0
2024-12-29 19:43:50.514738,27.53,25.92,0,0
2024-12-29 19:53:50.514738,27.59,25.95,0,1
2024-12-29 20:03:50.514738,27.56,25.74,0,0
2024-12-29 20:13:50.514738,27.58,25.8,0,0
2024-12-29 20:23:50.514738,27.6,25.64,0,0
2024-12-29 20:33:50.514738,27.55,25.71,0,0
2024-12-29 20:43:50.514738,27.65,25.85,0,0
2024-12-29 20:53:50.514738,27.73,25.72,0,0
2024-12-29 21:03:50.514738,27.79,26.02,0,0
2024-12-29 21:13:50.514738,27.75,26.38,0,0
2024-12-29 21:23:50.514738,27.65,26.65,0,0
2024-12-29 21:33:50.514738,27.72,26.58,0,0
2024-12-29 21:43:50.514738,27.73,26.51,0,0
2024-12-29 21:53:50.514738,27.65,26.06,0,0
2024-12-29 22:03:50.514738,27.72,26.11,0,0
2024-12-29 22:13:50.514738,27.7,25.83,0,0
2024-12-29 22:23:50.514738,27.62,25.55,0,0
2024-12-29 22:33:50.514738,27.6,25.28,0,0
2024-12-29 22:43:50.514738,27.52,25.0,0,0
2024-12-29 22:53:50.514738,27.57,25.47,0,0
2024-12-29 23:03:50.514738,27.66,25.54,0,0
2024-12-29 23:13:50.514738,27.76,25.21,0,0
2024-12-29 23:23:50.514738,27.68,25.32,0,0
2024-12-29 23:33:50.514738,27.74,25.0,0,0
2024-12-29 23:43:50.514738,27.68,25.0,0,0
2024-12-29 23:53:50.514738,27.65,25.44,0,0
2024-12-30 00:03:50.514738,27.74,25.03,0,0
2024-12-30 00:13:50.514738,27.75,25.49,0,0
2024-12-30 00:23:50.514738,27.8,25.04,0,0
2024-12-30 00:33:50.514738,27.82,25.53,0,0
2024-12-30 00:43:50.514738,27.87,25.37,0,0
2024-12-30 00:53:50.514738,27.81,25.2,0,0
2024-12-30 01:03:50.514738,27.75,25.08,0,0
2024-12-30 01:13:50.514738,27.73,25.1,0,0
2024-12-30 01:23:50.514738,27.74,25.29,0,0
2024-12-30 01:33:50.514738,27.76,25.65,0,0
2024-12-30 01:43:50.514738,27.76,26.09,0,0
2024-12-30 01:53:50.514738,27.8,26.15,0,0
2024-12-30 02:03:50.514738,27.78,26.61,0,0
2024-12-30 02:13:50.514738,27.78,26.86,0,0
2024-12-30 02:23:50.514738,27.78,26.96,0,0
2024-12-30 02:33:50.514738,27.8,26.57,0,0
2024-12-30 02:43:50.514738,27.77,26.14,0,0
2024-12-30 02:53:50.514738,27.75,25.99,0,0
2024-12-30 03:03:50.514738,27.77,25.79,0,0
2024-12-30 03:13:50.514738,27.77,25.42,0,0
2024-12-30 03:23:50.514738,27.79,25.43,0,0
2024-12-30 03:33:50.514738,27.73,25.68,0,0
2024-12-30 03:43:50.514738,27.8,25.9,0,0
2024-12-30 03:53:50.514738,27.86,25.68,0,0
2024-12-30 04:03:50.514738,27.8,25.33,0,0
2024-12-30 04:13:50.514738,27.81,25.56,0,0
2024-12-30 04:23:50.514738,27.89,25.38,0,0
2024-12-30 04:33:50.514738,27.81,25.21,0,0
2024-12-30 04:43:50.514738,27.77,25.65,0,0
2024-12-30 04:53:50.514738,27.86,26.13,0,0
2024-12-30 05:03:50.514738,27.88,26.05,0,0
2024-12-30 05:13:50.514738,27.89,26.3,0,0
2024-12-30 05:23:50.514738,27.95,26.71,0,0
2024-12-30 05:33:50.514738,27.97,26.63,0,0
2024-12-30 05:43:50.514738,27.93,26.94,1,0
2024-12-30 05:53:50.514738,27.96,26.56,0,0
2024-12-30 06:03:50.514738,27.98,26.69,0,0
2024-12-30 06:13:50.514738,27.92,27.0,0,0
2024-12-30 06:23:50.514738,27.86,26.56,0,0
2024-12-30 06:33:50.514738,27.86,26.51,0,0
2024-12-30 06:43:50.514738,27.94,26.63,0,0
2024-12-30 06:53:50.514738,27.91,26.45,0,0
2024-12-30 07:03:50.514738,27.92,26.6,0,0
2024-12-30 07:13:50.514738,27.93,26.78,0,0
2024-12-30 07:23:50.514738,28.0,26.93,0,0
2024-12-30 07:33:50.514738,27.96,26.76,0,0
2024-12-30 07:43:50.514738,27.88,26.71,0,0
2024-12-30 07:53:50.514738,27.92,26.86,0,0
2024-12-30 08:03:50.514738,27.87,26.88,0,0
2024-12-30 08:13:50.514738,27.91,26.84,0,0
2024-12-30 08:23:50.514738,27.93,26.46,0,0
2024-12-30 08:33:50.514738,27.86,26.86,0,0
2024-12-30 08:43:50.514738,27.95,26.53,0,0
2024-12-30 08:53:50.514738,27.95,26.87,0,0
2024-12-30 09:03:50.514738,27.98,27.24,0,0
2024-12-30 09:13:50.514738,27.97,27.67,0,0
2024-12-30 09:23:50.514738,27.9,28.07,1,0
2024-12-30 09:33:50.514738,27.82,28.17,0,0
2024-12-30 09:43:50.514738,27.86,28.14,0,0
2024-12-30 09:53:50.514738,27.95,28.34,0,0
2024-12-30 10:03:50.514738,27.93,28.72,1,0
2024-12-30 10:13:50.514738,27.98,28.51,0,0
2024-12-30 10:23:50.514738,27.92,28.71,0,0
2024-12-30 10:33:50.514738,27.92,28.3,0,0
2024-12-30 10:43:50.514738,27.96,28.01,0,0
2024-12-30 10:53:50.514738,27.88,28.02,0,0
2024-12-30 11:03:50.514738,27.82,28.32,0,0
2024-12-30 11:13:50.514738,27.73,27.94,0,0
2024-12-30 11:23:50.514738,27.64,27.99,0,0
2024-12-30 11:33:50.514738,27.72,28.02,0,0
2024-12-30 11:43:50.514738,27.8,27.84,0,0
2024-12-30 11:53:50.514738,27.8,28.02,0,0
2024-12-30 12:03:50.514738,27.87,27.67,0,0
2024-12-30 12:13:50.514738,27.89,27.5,0,0
2024-12-30 12:23:50.514738,27.85,27.08,0,0
2024-12-30 12:33:50.514738,27.95,27.52,0,0
2024-12-30 12:43:50.514738,27.92,28.0,0,0
2024-12-30 12:53:50.514738,27.88,28.13,0,0
2024-12-30 13:03:50.514738,27.88,28.12,0,0
2024-12-30 13:13:50.514738,27.85,27.75,0,0
2024-12-30 13:23:50.514738,27.91,27.69,0,0
2024-12-30 13:33:50.514738,27.97,27.68,0,0
2024-12-30 13:43:50.514738,28.0,27.87,0,0
2024-12-30 13:53:50.514738,27.96,28.05,1,0
2024-12-30 14:03:50.514738,27.9,28.53,1,0
2024-12-30 14:13:50.514738,27.92,28.11,0,0
2024-12-30 14:23:50.514738,27.86,27.92,0,0
2024-12-30 14:33:50.514738,27.83,28.19,0,0
2024-12-30 14:43:50.514738,27.76,28.58,0,0
2024-12-30 14:53:50.514738,27.83,28.58,0,0
2024-12-30 15:03:50.514738,27.73,28.8,0,0
2024-12-30 15:13:50.514738,27.63,28.59,0,0
2024-12-30 15:23:50.514738,27.59,28.81,0,0
2024-12-30 15:33:50.514738,27.52,28.62,0,0
2024-12-30 15:43:50.514738,27.56,28.93,0,1
2024-12-30 15:53:50.514738,27.55,29.26,0,0
2024-12-30 16:03:50.514738,27.59,28.92,0,1
2024-12-30 16:13:50.514738,27.6,28.67,0,1
2024-12-30 16:23:50.514738,27.62,28.61,0,0
2024-12-30 16:33:50.514738,27.66,28.31,0,0
2024-12-30 16:43:50.514738,27.56,27.83,0,0
2024-12-30 16:53:50.514738,27.6,27.56,0,0
2024-12-30 17:03:50.514738,27.55,28.01,0,0
2024-12-30 17:13:50.514738,27.62,28.38,0,0
2024-12-30 17:23:50.514738,27.62,28.19,0,0
2024-12-30 17:33:50.514738,27.62,28.62,0,0
2024-12-30 17:43:50.514738,27.56,28.79,0,0
2024-12-30 17:53:50.514738,27.56,28.83,0,1
2024-12-30 18:03:50.514738,27.59,29.31,0,1
2024-12-30 18:13:50.514738,27.68,29.29,0,0
2024-12-30 18:23:50.514738,27.65,28.93,0,0
2024-12-30 18:33:50.514738,27.59,28.49,0,0
2024-12-30 18:43:50.514738,27.6,28.43,0,0
2024-12-30 18:53:50.514738,27.52,28.35,0,0
2024-12-30 19:03:50.514738,27.51,27.91,0,0
2024-12-30 19:13:50.514738,27.55,28.13,0,0
2024-12-30 19:23:50.514738,27.65,28.44,0,0
2024-12-30 19:33:50.514738,27.61,28.93,0,0
2024-12-30 19:43:50.514738,27.62,29.23,0,0
2024-12-30 19:53:50.514738,27.53,29.11,0,0
2024-12-30 20:03:50.514738,27.61,29.29,0,0
2024-12-30 20:13:50.514738,27.57,29.78,0,0
2024-12-30 20:23:50.514738,27.61,29.65,0,0
2024-12-30 20:33:50.514738,27.66,29.15,0,0
2024-12-30 20:43:50.514738,27.62,28.78,0,0
2024-12-30 20:53:50.514738,27.56,28.79,0,0
2024-12-30 21:03:50.514738,27.51,28.45,0,0
2024-12-30 21:13:50.514738,27.61,28.15,0,0
2024-12-30 21:23:50.514738,27.52,28.02,0,0
2024-12-30 21:33:50.514738,27.62,27.88,0,0
2024-12-30 21:43:50.514738,27.53,28.34,0,0
2024-12-30 21:53:50.514738,27.51,28.42,0,0
2024-12-30 22:03:50.514738,27.52,28.54,0,0
2024-12-30 22:13:50.514738,27.53,28.24,0,0
2024-12-30 22:23:50.514738,27.58,27.94,0,1
2024-12-30 22:33:50.514738,27.54,27.62,0,0
2024-12-30 22:43:50.514738,27.57,27.61,0,1
2024-12-30 22:53:50.514738,27.58,27.42,0,1
2024-12-30 23:03:50.514738,27.6,27.86,0,0
2024-12-30 23:13:50.514738,27.68,28.12,0,0
2024-12-30 23:23:50.514738,27.65,28.09,0,0
